id,grupo,nombre,descripcion,termino,visto
2353,programa,Energía asignada por restricciones técnicas diario Fase I Bajar RSI,"<p>El Proceso de solución de restricciones técnicas del PDBF es el proceso llevado a cabo por el Operador del sistema con el objeto de resolver las restricciones técnicas identificadas en el Programa Diario Base de Funcionamiento mediante la modificación de los programas de las Unidades de Programación (Fase I) y el posterior proceso de reequilibrio generación-demanda (Fase II). Este servicio se encuentra regulado en el P.O.-3.2.</p><p>En concreto este indicador se refiere a la energía asignada a bajar en la fase I del proceso de solución de restricciones técnicas del PDBF, de acuerdo con las limitaciones de programa establecidas por seguridad por Reserva Potencia a Subir Insuficiente.</p><p><b>Publicación:</b> diariamente 30 minutos tras la publicación del PDVP con la información del día D+1.</p>",D+1,2026-08-31
2358,capacidad,Potencia instalada de híbrida hidráulica,<p>Potencia instalada de híbrida hidráulica (HHI)</p>,potencia instalada,2026-08-31
2359,capacidad,Potencia instalada de híbrida solar térmica,<p>Potencia instalada de híbrida solar térmica (HST)</p>,potencia instalada,2026-08-31
2366,capacidad,Potencia instalada de autoconsumo baterías,,potencia instalada,2026-08-31
2367,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte anual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>El proceso de c&aacute;lculo de la capacidad de intercambio se recoge en el P.O.-4.0</p><p>En concreto este indicador se refiere a la previsi&oacute;n de capacidad en la interconexi&oacute;n [MW] con Francia en el sentido FR-&gt;ES para cada hora del siguiente año.</p><p><b>Publicaci&oacute;n:</b> No m&aacute;s tarde del d&eacute;cimo d&iacute;a previo a la fecha de ejecuci&oacute;n de las subastas anuales de capacidad de intercambio correspondientes al año inmediato siguiente.</p>",prevista,2026-08-31
2368,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte anual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>El proceso de c&aacute;lculo de la capacidad de intercambio se recoge en el P.O.-4.0</p><p>En concreto este indicador se refiere a la previsi&oacute;n de capacidad en la interconexi&oacute;n [MW] con Portugal en el sentido PT-&gt;ES para cada hora del siguiente año.</p><p><b>Publicaci&oacute;n:</b> No m&aacute;s tarde del d&eacute;cimo d&iacute;a previo a la fecha de ejecuci&oacute;n de las subastas anuales de capacidad de intercambio correspondientes al año inmediato siguiente.</p>",prevista,2026-08-31
2369,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte anual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>El proceso de c&aacute;lculo de la capacidad de intercambio se recoge en el P.O.-4.0</p><p>En concreto este indicador se refiere a la previsi&oacute;n de capacidad en la interconexi&oacute;n [MW] con Marruecos en el sentido MA-&gt;ES para cada hora del siguiente año.</p><p><b>Publicaci&oacute;n:</b> No m&aacute;s tarde del d&eacute;cimo d&iacute;a previo a la fecha de ejecuci&oacute;n de las subastas anuales de capacidad de intercambio correspondientes al año inmediato siguiente.</p>",prevista,2026-08-31
2370,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte anual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>El proceso de c&aacute;lculo de la capacidad de intercambio se recoge en el P.O.-4.0</p><p>En concreto este indicador se refiere a la previsi&oacute;n de capacidad en la interconexi&oacute;n [MW] con Andorra en el sentido AN-&gt;ES para cada hora del siguiente año.</p><p><b>Publicaci&oacute;n:</b> No m&aacute;s tarde del d&eacute;cimo d&iacute;a previo a la fecha de ejecuci&oacute;n de las subastas anuales de capacidad de intercambio correspondientes al año inmediato siguiente.</p>",prevista,2026-08-31
2371,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte anual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>El proceso de c&aacute;lculo de la capacidad de intercambio se recoge en el P.O.-4.0</p><p>En concreto este indicador se refiere a la previsi&oacute;n de capacidad en la interconexi&oacute;n [MW] con Francia en el sentido ES-&gt;FR para cada hora del siguiente año.</p><p><b>Publicaci&oacute;n:</b> No m&aacute;s tarde del d&eacute;cimo d&iacute;a previo a la fecha de ejecuci&oacute;n de las subastas anuales de capacidad de intercambio correspondientes al año inmediato siguiente.</p>",prevista,2026-08-31
2372,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte anual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>El proceso de c&aacute;lculo de la capacidad de intercambio se recoge en el P.O.-4.0</p><p>En concreto este indicador se refiere a la previsi&oacute;n de capacidad en la interconexi&oacute;n [MW] con Portugal en el sentido ES-&gt;PT para cada hora del siguiente año.</p><p><b>Publicaci&oacute;n:</b> No m&aacute;s tarde del d&eacute;cimo d&iacute;a previo a la fecha de ejecuci&oacute;n de las subastas anuales de capacidad de intercambio correspondientes al año inmediato siguiente.</p>",prevista,2026-08-31
2373,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte anual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>El proceso de c&aacute;lculo de la capacidad de intercambio se recoge en el P.O.-4.0</p><p>En concreto este indicador se refiere a la previsi&oacute;n de capacidad en la interconexi&oacute;n [MW] con Marruecos en el sentido ES-&gt;MA para cada hora del siguiente año.</p><p><b>Publicaci&oacute;n:</b> No m&aacute;s tarde del d&eacute;cimo d&iacute;a previo a la fecha de ejecuci&oacute;n de las subastas anuales de capacidad de intercambio correspondientes al año inmediato siguiente.</p>",prevista,2026-08-31
2374,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte anual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>El proceso de c&aacute;lculo de la capacidad de intercambio se recoge en el P.O.-4.0</p><p>En concreto este indicador se refiere a la previsi&oacute;n de capacidad en la interconexi&oacute;n [MW] con Andorra en el sentido ES-&gt;AN para cada hora del siguiente año.</p><p><b>Publicaci&oacute;n:</b> No m&aacute;s tarde del d&eacute;cimo d&iacute;a previo a la fecha de ejecuci&oacute;n de las subastas anuales de capacidad de intercambio correspondientes al año inmediato siguiente.</p>",prevista,2026-08-31
2375,programa,Precio medio cuarto horario componente control de tensión (demanda),"<p>En este apartado se publica el precio final medio de la energía calculado según el criterio de la Resolución vigente.</p><p>En concreto este indicador se refiere a la componente de control de tensión (demanda) del precio medio ponderado cuarto horario de la energía para todos los tipos de consumidores.</p><p>Para fechas anteriores al 1 de Enero de 2026, la resolución es horaria.</p><p><b>Publicación:</b> diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.</p>",D+1,2026-08-31
2376,programa,Precio medio cuarto horario componente control de tensión (demanda) comercializadores de referencia,"<p>En este apartado se publica el precio final medio de la energía calculado según el criterio de la Resolución vigente.</p><p>En concreto este indicador se refiere a la componente de control de tensión (demanda) del precio medio ponderado cuarto horario de la energía para el tipo de consumidor comercializadores de referencia.</p><p>Para fechas anteriores al 1 de Enero de 2026, la resolución es horaria.</p><p><b>Publicación:</b> diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.</p>",D+1,2026-08-31
